user_id,restaurant_id,rating,review_text,source_user_name,weekday,review_length,name,address,location_lat,location_lng,primary_type,attributes,review_id,overall_score,overall_magnitude,food_score,service_score,value_score,ambiance_score,language,emotions,year,month,day
11,ChIJcfNWJ9YnQg0RZLL0hcVboYA,5,a super restaurant! from the atmosphere to the food! everything is super good and of high quality. the staff is extremely friendly! it's totally worth going!,Ioan Iurasec,Monday,26,Ástor gastro-place,"C. del Almendro, 9, Centro, 28005 Madrid, Spain",40.412688,-3.709565299999999,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2203}",11.0,0.8999999761581421,4.699999809265137,0.800000011920929,0.8999999761581421,0.8999999761581421,0.800000011920929,en,"[""joy""]",2025,3,3
12,ChIJcfNWJ9YnQg0RZLL0hcVboYA,5,"I go with my husband and son to dine last Saturday.  Raquel and her team is really nice, warm and considerate.  We deeply appreciate their service level such as replaced all our dishes for every dish to ensure we can enjoy the best taste of each dish.  What are wonderful night we have in Madrid!  Thank you all of you and of course the food is high value to their price.",Colby Tong,Monday,71,Ástor gastro-place,"C. del Almendro, 9, Centro, 28005 Madrid, Spain",40.412688,-3.709565299999999,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2203}",12.0,0.699999988079071,3.799999952316284,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,en,"[""satisfaction""]",2024,10,28
13,ChIJcfNWJ9YnQg0RZLL0hcVboYA,5,Hidden gem! I had the tenderloin special that was fantastic. Super cute restaurant and the staff was so sweet and kind. It was also nice that it was just half a block off the rowdy main restaurant street and able to have an upscale feel vs the crowded and chaotic places on the other street.,Lori Gao,Saturday,55,Ástor gastro-place,"C. del Almendro, 9, Centro, 28005 Madrid, Spain",40.412688,-3.709565299999999,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2203}",13.0,0.8999999761581421,3.5999999046325684,0.0,0.8999999761581421,0.0,0.0,en,"[""joy""]",2024,10,5
14,ChIJsTMCAocoQg0R2in-xQOdPwc,5,"This bar will be in the top 50 bar in the world soon. Their cocktail program is really innovative and blends nature, terroir locale and custom liquor in a candidly simple but extracting complex flavors. Pretty phenomenal job by their team. My only suggestion to this phenomenal team and place would be to absolutely work on their ambience - I mean the interior vibe and furnishings they need to reflect their superior craft and thoughtfulness as well as playfulness, which doesn’t come through - if they do this they will be soon at the top of the world. All the best to you guys you are phenomenal and it was an absolute pleasure to experience your craft. Absolutely loved it",Santosh Shetty,Sunday,120,Angelita Madrid,"C. de la Reina, 4, Centro, 28004 Madrid, Spain",40.4203613,-3.700395,Bar,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2959}",14.0,0.800000011920929,5.099999904632568,0.8999999761581421,0.0,0.0,0.5,en,"[""joy""]",2025,3,9
15,ChIJsTMCAocoQg0R2in-xQOdPwc,4,"A place I would describe chic and cozy with a great selection of (small) dishes, well balanced and unusual. We ordered the ratatouille (absolutely delicious), the octopus curry (same), the potato salad and taco. We closed with a cheese plateau. The service wt the table was impeccable. The cocktails and the wine surprised us with the unusual mixed and quality. On Friday evening was not that busy. Great light and materials use in the interior. Nice attention to details (furniture, cutlery, dishes). Worth another visit when we are in Madrid.",Cristian E. Nita,Saturday,90,Angelita Madrid,"C. de la Reina, 4, Centro, 28004 Madrid, Spain",40.4203613,-3.700395,Bar,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2959}",15.0,0.6000000238418579,6.199999809265137,0.8749999850988388,0.8499999940395355,0.4000000059604645,0.0,en,"[""satisfaction""]",2025,1,4
17,ChIJgwIBTHkoQg0RD1lm5kc2tWI,5,"This very unique Alice in Wonderland-themed restaurant is bursting with charm and creativity. It took us several attempts to secure a reservation, but it was absolutely worth it. The place is incredibly cool, fun, and vibrant. The service is outstanding—truly exceptional—with super friendly staff and entertaining presentations. The food is delicious; We tried the squid, rice, and feta salad. This lively spot is definitely a must-visit, so be sure to make a reservation in advance.",Madhi R,Friday,75,Rosi La Loca,"C. de Cádiz, 4, Centro, 28012 Madrid, Spain",40.4158037,-3.7029837,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":16439}",17.0,0.8999999761581421,5.699999809265137,0.8999999761581421,0.800000011920929,0.8999999761581421,0.0,en,"[""joy""]",2024,9,13
18,ChIJgwIBTHkoQg0RD1lm5kc2tWI,5,"The decoration is so cool that I honestly thought it might be just another tourist trap, but the food turned out to be really delicious & beautifully presented. I Love how they add their own touch to every item on the menu, plates that you might have had in  other places before feel different. The service is also great & the waiters are so attentive and nice.",Sherif Nagib,Thursday,67,Rosi La Loca,"C. de Cádiz, 4, Centro, 28012 Madrid, Spain",40.4158037,-3.7029837,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":16439}",18.0,0.8999999761581421,2.9000000953674316,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,en,"[""joy""]",2024,11,7
19,ChIJgwIBTHkoQg0RD1lm5kc2tWI,5,"One of the most unique restaurants I have ever been to. It is a full package, from start to finish. Really unique atmosphere and menu. Although the menu had a select number of options, they were all unique and tasted great (we tried the tortilla, bravas, croquetes, gyoza). I would also recommend the cocktails! The prices were also fair for the portion sizes and quality. Overall, a must-try place in Madrid 🤗",Mihael Kralj,Thursday,72,Rosi La Loca,"C. de Cádiz, 4, Centro, 28012 Madrid, Spain",40.4158037,-3.7029837,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":16439}",19.0,0.800000011920929,6.099999904632568,0.7999999821186066,0.0,0.8999999761581421,0.8999999761581421,en,"[""joy""]",2024,12,12
20,ChIJy-UDlc4pQg0RhSUkQDbRgr8,5,Perfect meal to end our trip in Madrid. Everything is just right.  Ribs and steak are juicy. Prawn is cooked at the perfect time. I am totally recommend the place. the bread is also good.,Supranee C.,Sunday,35,El Social,"C. de Hernán Cortés, 19, Centro, 28004 Madrid, Spain",40.4234762,-3.6993593,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2238}",20.0,0.8999999761581421,5.699999809265137,0.8999999761581421,0.0,0.0,0.0,en,"[""joy""]",2024,12,29
21,ChIJy-UDlc4pQg0RhSUkQDbRgr8,5,"Nice place 👌 nice food nice staff. Sadly I couldn't eat much as heat was horrible outside and I go off food, but my friend did and said it was super yummy. I only had a ceviche and it was so good.",Denise Hernández- Wright,Friday,42,El Social,"C. de Hernán Cortés, 19, Centro, 28004 Madrid, Spain",40.4234762,-3.6993593,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2238}",21.0,0.6000000238418579,2.0,0.449999988079071,0.8999999761581421,0.0,0.0,en,"[""satisfaction""]",2022,7,1
22,ChIJy-UDlc4pQg0RhSUkQDbRgr8,5,"Amazing!! The dishes have a wonderful mix of flavors. We got the meatballs with almond sauce which was very unique, and the fish was very light and tasty. The service was also excellent. So friendly and welcoming to us as foreigners. Highly recommend!!",Maiya Kohlenberg,Tuesday,43,El Social,"C. de Hernán Cortés, 19, Centro, 28004 Madrid, Spain",40.4234762,-3.6993593,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":true,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":2238}",22.0,0.8999999761581421,5.699999809265137,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,2,4
23,ChIJiTGJRSomQg0RTD1MZa1RTnE,5,"What a wonderful place!! I regularly visit Madrid for work and will make sure this is my regular go to! The atmosphere is so vibrant, warm and fun. The staff are the friendliest people, they will go above and beyond for you. The food is simply flawless. Well executed dishes with exceptional flavour. This restaurant is the hidden gem of Madrid!",Ellie Brown,Friday,61,Taberna El Sur,"C. de la Torrecilla del Leal, 12, Centro, 28012 Madrid, Spain",40.4110462,-3.6995318,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":7162}",23.0,0.8999999761581421,6.699999809265137,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,en,"[""joy""]",2025,2,14
24,ChIJiTGJRSomQg0RTD1MZa1RTnE,5,"Excellent food, buzzy location. The paella and scallops were the best, followed closely by the Han croquettes. Jose was our server and took good care of us. Would highly recommend!",valpomanav,Thursday,30,Taberna El Sur,"C. de la Torrecilla del Leal, 12, Centro, 28012 Madrid, Spain",40.4110462,-3.6995318,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":7162}",24.0,0.8999999761581421,3.5999999046325684,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,2,27
5,ChIJiTGJRSomQg0RTD1MZa1RTnE,3,"Que guay. No clue if I spelled that correct. Raining pretty hard and found this spot. Was pretty tired, almost fell asleep on their couch.  Ordered some food. The food was alright to be honest. It was good, don’t get me wrong, but I wasn’t super impressed. The meat was pretty chewy but some of the dishes like the shrimp dish I had were solid. Paia, the dish with seafood, also have no clue if I spelled that right, was solid. First time I had that dish in Spain. Great atmosphere. Overall, great atmosphere but mediocre food. Give it a 5.8 which means 2.9 so practically 3 stars.",Alex Yang,Saturday,108,Taberna El Sur,"C. de la Torrecilla del Leal, 12, Centro, 28012 Madrid, Spain",40.4110462,-3.6995318,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":7162}",25.0,0.0,4.5,-0.1312500019557774,0.0,0.0,0.3499999865889549,en,[],2025,3,8
25,ChIJiTGJRSomQg0RTD1MZa1RTnE,5,"Best tapas place I‘ve been to so far! The waiters were very friendly and quick with the service. We ordered the pimentos, baby squid with salad, patatas bravas and the pan-fried eggplant. Everything was delicious and fairly priced. The chocolate cake was also very good. It has a great atmosphere with lots of film posters hanging on the walls. I recommend this place!",Ich Du,Wednesday,63,Taberna El Sur,"C. de la Torrecilla del Leal, 12, Centro, 28012 Madrid, Spain",40.4110462,-3.6995318,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":7162}",26.0,0.800000011920929,5.599999904632568,0.8999999761581421,0.699999988079071,0.8999999761581421,0.8999999761581421,en,"[""joy""]",2025,2,12
26,ChIJiTGJRSomQg0RTD1MZa1RTnE,5,Loved this restaurant! We discovered it on our last day in Madrid and loved the food and service. They were also kind enough to give us 4 free shots which were delicious. Highly highly recommend!,sarah,Saturday,35,Taberna El Sur,"C. de la Torrecilla del Leal, 12, Centro, 28012 Madrid, Spain",40.4110462,-3.6995318,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":7162}",27.0,0.8999999761581421,3.799999952316284,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,1,25
27,ChIJ_cSBSNopQg0RdQccod3flf0,5,Excellent food and service. Nice atmosphere. We went early 7.30pm and no wait. We paid €55 and had a lot of food. Will definitely come back soon! The torrijas for dessert were delicious. Calamares were nice (full plate). Tomato salad was not good. Quality of the tomato 🍅 needs to improve.,Daniela Quinones,Saturday,51,Vinitus Gran Via Restaurant,"Gran Vía, 4, Centro, 28013 Madrid, Spain",40.4193514,-3.697675099999999,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":6177}",,,,,,,,,,2025,1,25
28,ChIJ_cSBSNopQg0RdQccod3flf0,5,"The best tapas restaurant so far tried in Madrid. Got gifted Torrija quemada, is very tasty. Next time going to Madrid will revisit this restaurant again!!",Cody Woo,Monday,26,Vinitus Gran Via Restaurant,"Gran Vía, 4, Centro, 28013 Madrid, Spain",40.4193514,-3.697675099999999,Spanish Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":true,""outdoorSeating"":false,""reservable"":false,""userRatingCount"":6177}",,,,,,,,,,2025,3,3
29,ChIJfRI2lH0oQg0RkHwn1lWsL0w,4,"Located in the heart of Madrid, this restaurant is serving a good selection of meat. We ordered picanha, the food was good, but not wooow. The service is friendly.",Born to travel,Thursday,29,MU! El Placer de la Carne,"Calle de Chinchilla, 3, Centro, 28013 Madrid, Spain",40.419489,-3.7040515,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4527}",30.0,0.5,1.7999999523162842,-0.1000000014901161,0.800000011920929,0.0,0.0,en,"[""contentment""]",2025,1,2
30,ChIJfRI2lH0oQg0RkHwn1lWsL0w,5,Flor was awesome! Recommended to have my steak medium well vs. well done and it did not disappoint! Best steak we’ve had so far in Spain.,Karen A,Thursday,26,MU! El Placer de la Carne,"Calle de Chinchilla, 3, Centro, 28013 Madrid, Spain",40.419489,-3.7040515,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4527}",31.0,0.8999999761581421,2.799999952316284,0.0,0.0,0.0,0.0,en,"[""joy""]",2024,9,19
31,ChIJfRI2lH0oQg0RkHwn1lWsL0w,5,"What a restaurant! The best one we could find in Madrid. Lovely staff and the food is just unbelievable how good it is. We paid €16,90 for empanadas as a starter, steak, chips, dessert and one drink (beer, wine or soft drink). At the heart of Madrid. Couldn't recommend it enough.",Emmanoel Scharf,Sunday,51,MU! El Placer de la Carne,"Calle de Chinchilla, 3, Centro, 28013 Madrid, Spain",40.419489,-3.7040515,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4527}",32.0,0.6000000238418579,4.099999904632568,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""satisfaction""]",2024,9,8
32,ChIJfRI2lH0oQg0RkHwn1lWsL0w,3,The set meal was a hit and miss. The chicken empanada was good but the flank beef was not great. Tasted a bit bland on the inside. The chicken Caesar salad was amazing though. The portion was big and the chicken was pretty delicious and tender. Definitely get the chicken over the beef. Service was quite average.,Joshua Mei,Friday,57,MU! El Placer de la Carne,"Calle de Chinchilla, 3, Centro, 28013 Madrid, Spain",40.419489,-3.7040515,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4527}",33.0,0.0,4.599999904632568,0.0499999821186065,-0.5,0.0,0.0,en,[],2023,10,6
33,ChIJfRI2lH0oQg0RkHwn1lWsL0w,5,"nice food, perfect location and great service.I am very satisfied.",Cube y,Saturday,10,MU! El Placer de la Carne,"Calle de Chinchilla, 3, Centro, 28013 Madrid, Spain",40.419489,-3.7040515,Restaurant,"{""dineIn"":true,""takeout"":true,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":4527}",34.0,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.0,0.0,en,[],2024,12,14
34,ChIJP_rDZoAoQg0RWvVLVRtfEUw,5,We went there two times. The first time we had only drinks which where so good that we had to come back and try the food. Both times everything was amazing and the food lived up to our expectations. The place pays attentions to both taste and presentation. Each member of the staff was attentive and helpful. A must if you are a fan of cocktails. We will certainly come back to our next visit to Madrid! (Friendly advise: if you would like to eat there it is wise to make a reservation in advance since it is busy almost every day),Χρήστος Μαμασούλας,Friday,102,Inclan Brutal Bar l Restaurante temático Madrid,"C. de Álvarez Gato, 4, Centro, 28012 Madrid, Spain",40.415062299999995,-3.7019135,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":16607}",,,,,,,,,,2024,11,22
35,ChIJAfVGhnooQg0RDXPOL2f8UYc,5,"Went for dinner on a whim with my father. Best meal in Spain. The service was amazing, possibly the best we’ve ever had ever haha. Angie our waitress was amazing and really helped us with recommendations! So pleasant and welcoming. The food was second to none. Come hungry, because you’ll want to try everything on the menu. Super impressed and if we are ever back in Madrid we will make a mad dash to this restaurant first thing. Thank you to Angie and the staff!",Joshua,Friday,85,La Mi Venta,"Pl. de la Marina Española, 7, Centro, 28013 Madrid, Spain",40.4204081,-3.7125435,Spanish Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":5180}",36.0,0.800000011920929,7.599999904632568,0.8250000029802322,0.8749999850988388,0.0,0.0,en,"[""joy""]",2025,3,7
36,ChIJAfVGhnooQg0RDXPOL2f8UYc,5,"Excellent Spanish restaurant serving all the classics. Iberian ham, paella, blood pudding sausage, various cuts of cured beef/pork all on the menu. Sangria was on the expensive side but was very good. Service was quite attentive and wait time was great.",David Xing,Tuesday,41,La Mi Venta,"Pl. de la Marina Española, 7, Centro, 28013 Madrid, Spain",40.4204081,-3.7125435,Spanish Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":5180}",37.0,0.6000000238418579,2.5999999046325684,0.1000000014901161,0.800000011920929,0.699999988079071,0.0,en,"[""satisfaction""]",2025,1,28
37,ChIJAfVGhnooQg0RDXPOL2f8UYc,5,"This restaurant is a must in Madrid! Food was spectacular. We arrived without a reservation at 8pm and they made some accommodations for us. Juanjo, our waiter, was exceptionally great with recommendations and always so charming. The food quality was excellent. We had the tomatoes and the ham for starters as well as the veal for dinner. You do not want to miss this place. Put it on your list!!!",Karla Acosta,Sunday,70,La Mi Venta,"Pl. de la Marina Española, 7, Centro, 28013 Madrid, Spain",40.4204081,-3.7125435,Spanish Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":true,""reservable"":true,""userRatingCount"":5180}",38.0,0.800000011920929,6.599999904632568,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2025,1,5
38,ChIJGW9IPX8oQg0RU0BzJ9wFrvw,5,"It is absolutely a hidden gem, I tried their tasting menu and every dishes was great, especially the smoked suckling pig, its the best I had in Spain! Staff are very engaging and will explain every dishes, with perfect English as well! Overall I enjoyed the dinner very much! It costs £50 which is a great deal!",Connie Chan,Sunday,57,Metro Bistro,"C. Imperial, 3, Centro, 28012 Madrid, Spain",40.414639,-3.706778,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1623}",39.0,0.8999999761581421,3.700000047683716,0.8999999761581421,0.8999999761581421,0.800000011920929,0.0,en,"[""joy""]",2024,9,22
39,ChIJGW9IPX8oQg0RU0BzJ9wFrvw,5,"This is our second visit and somewhere we will ensure we visit every time! The value, quality and experience is outstanding! A highly recommended restaurant if your looking for top class service the head chef always comes to visit your table and his vision for his menu is so on point highly recommend the stake, burger and prawns from hell! The wine list is well thought out but we recommend one of the magnums of red wine if in a group of 4! The atmosphere is lovely decorated with local art and ornaments.",Cameron Prosser-Bell Bell,Saturday,93,Metro Bistro,"C. Imperial, 3, Centro, 28012 Madrid, Spain",40.414639,-3.706778,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1623}",40.0,0.800000011920929,4.300000190734863,0.800000011920929,0.800000011920929,0.8999999761581421,0.8999999761581421,en,"[""joy""]",2024,7,6
40,ChIJGW9IPX8oQg0RU0BzJ9wFrvw,5,"great restaurant! very tasty and very fast, which is rare for Madrid! waiter Vincent is a very cool guy! I advise everyone to go here! we were delighted with the cuisine and the level of the restaurant! the staff is super👍👍 shrimp with garlic is a masterpiece!💪",Alexander Coffee,Sunday,47,Metro Bistro,"C. Imperial, 3, Centro, 28012 Madrid, Spain",40.414639,-3.706778,Restaurant,"{""dineIn"":true,""takeout"":false,""delivery"":false,""outdoorSeating"":false,""reservable"":true,""userRatingCount"":1623}",41.0,0.8999999761581421,5.800000190734863,0.8999999761581421,0.8999999761581421,0.0,0.0,en,"[""joy""]",2024,8,11
