"user_id","restaurant_id","rating","review_text","date","source_user_name"
"1","ChIJsTMCAocoQg0R2in-xQOdPwc","5","This bar will be in the top 50 bar in the world soon. Their cocktail program is really innovative and blends nature, terroir locale and custom liquor in a candidly simple but extracting complex flavors. Pretty phenomenal job by their team. My only suggestion to this phenomenal team and place would be to absolutely work on their ambience - I mean the interior vibe and furnishings they need to reflect their superior craft and thoughtfulness as well as playfulness, which doesn’t come through - if they do this they will be soon at the top of the world. All the best to you guys you are phenomenal and it was an absolute pleasure to experience your craft. Absolutely loved it","2025-03-09","Santosh Shetty"
"3","ChIJsTMCAocoQg0R2in-xQOdPwc","4","A place I would describe chic and cozy with a great selection of (small) dishes, well balanced and unusual. We ordered the ratatouille (absolutely delicious), the octopus curry (same), the potato salad and taco. We closed with a cheese plateau. The service wt the table was impeccable. The cocktails and the wine surprised us with the unusual mixed and quality. On Friday evening was not that busy. Great light and materials use in the interior. Nice attention to details (furniture, cutlery, dishes). Worth another visit when we are in Madrid.","2025-01-04","Cristian E. Nita"
"As the first restaurant in this successful chain","Rosi La Loca is small but mighty","boasting fantastic food","a lively ambiance","and creative drinks. The dishes are served on unique","out-of-the-box plates that look just as incredible as they taste."
"2","ChIJgwIBTHkoQg0RD1lm5kc2tWI","5","This very unique Alice in Wonderland-themed restaurant is bursting with charm and creativity. It took us several attempts to secure a reservation, but it was absolutely worth it. The place is incredibly cool, fun, and vibrant. The service is outstanding—truly exceptional—with super friendly staff and entertaining presentations. The food is delicious; We tried the squid, rice, and feta salad. This lively spot is definitely a must-visit, so be sure to make a reservation in advance.","2024-09-13","Madhi R"
"3","ChIJgwIBTHkoQg0RD1lm5kc2tWI","5","The decoration is so cool that I honestly thought it might be just another tourist trap, but the food turned out to be really delicious & beautifully presented. I Love how they add their own touch to every item on the menu, plates that you might have had in  other places before feel different. The service is also great & the waiters are so attentive and nice.","2024-11-07","Sherif Nagib"
"5","ChIJgwIBTHkoQg0RD1lm5kc2tWI","5","One of the most unique restaurants I have ever been to. It is a full package, from start to finish. Really unique atmosphere and menu. Although the menu had a select number of options, they were all unique and tasted great (we tried the tortilla, bravas, croquetes, gyoza). I would also recommend the cocktails! The prices were also fair for the portion sizes and quality. Overall, a must-try place in Madrid 🤗","2024-12-12","Mihael Kralj"
"1","ChIJy-UDlc4pQg0RhSUkQDbRgr8","5","Perfect meal to end our trip in Madrid. Everything is just right.  Ribs and steak are juicy. Prawn is cooked at the perfect time. I am totally recommend the place. the bread is also good.","2024-12-29","Supranee C."
"2","ChIJy-UDlc4pQg0RhSUkQDbRgr8","5","Nice place 👌 nice food nice staff. Sadly I couldn't eat much as heat was horrible outside and I go off food, but my friend did and said it was super yummy. I only had a ceviche and it was so good.","2022-07-01","Denise Hernández- Wright"
"4","ChIJy-UDlc4pQg0RhSUkQDbRgr8","5","Amazing!! The dishes have a wonderful mix of flavors. We got the meatballs with almond sauce which was very unique, and the fish was very light and tasty. The service was also excellent. So friendly and welcoming to us as foreigners. Highly recommend!!","2025-02-04","Maiya Kohlenberg"
"1","ChIJiTGJRSomQg0RTD1MZa1RTnE","5","What a wonderful place!! I regularly visit Madrid for work and will make sure this is my regular go to! The atmosphere is so vibrant, warm and fun. The staff are the friendliest people, they will go above and beyond for you. The food is simply flawless. Well executed dishes with exceptional flavour. This restaurant is the hidden gem of Madrid!","2025-02-14","Ellie Brown"
"2","ChIJiTGJRSomQg0RTD1MZa1RTnE","5","Excellent food, buzzy location. The paella and scallops were the best, followed closely by the Han croquettes. Jose was our server and took good care of us. Would highly recommend!","2025-02-27","valpomanav"
"3","ChIJiTGJRSomQg0RTD1MZa1RTnE","3","Que guay. No clue if I spelled that correct. Raining pretty hard and found this spot. Was pretty tired, almost fell asleep on their couch.  Ordered some food. The food was alright to be honest. It was good, don’t get me wrong, but I wasn’t super impressed. The meat was pretty chewy but some of the dishes like the shrimp dish I had were solid. Paia, the dish with seafood, also have no clue if I spelled that right, was solid. First time I had that dish in Spain. Great atmosphere. Overall, great atmosphere but mediocre food. Give it a 5.8 which means 2.9 so practically 3 stars.","2025-03-08","Alex Yang"
"4","ChIJiTGJRSomQg0RTD1MZa1RTnE","5","Best tapas place I‘ve been to so far! The waiters were very friendly and quick with the service. We ordered the pimentos, baby squid with salad, patatas bravas and the pan-fried eggplant. Everything was delicious and fairly priced. The chocolate cake was also very good. It has a great atmosphere with lots of film posters hanging on the walls. I recommend this place!","2025-02-12","Ich Du"
"5","ChIJiTGJRSomQg0RTD1MZa1RTnE","5","Loved this restaurant! We discovered it on our last day in Madrid and loved the food and service. They were also kind enough to give us 4 free shots which were delicious. Highly highly recommend!","2025-01-25","sarah"
"3","ChIJ_cSBSNopQg0RdQccod3flf0","5","Excellent food and service. Nice atmosphere. We went early 7.30pm and no wait. We paid €55 and had a lot of food. Will definitely come back soon! The torrijas for dessert were delicious. Calamares were nice (full plate). Tomato salad was not good. Quality of the tomato 🍅 needs to improve.","2025-01-25","Daniela Quinones"
"5","ChIJ_cSBSNopQg0RdQccod3flf0","5","The best tapas restaurant so far tried in Madrid. Got gifted Torrija quemada, is very tasty. Next time going to Madrid will revisit this restaurant again!!","2025-03-03","Cody Woo"
"1","ChIJfRI2lH0oQg0RkHwn1lWsL0w","4","Located in the heart of Madrid, this restaurant is serving a good selection of meat. We ordered picanha, the food was good, but not wooow. The service is friendly.","2025-01-02","Born to travel"
"2","ChIJfRI2lH0oQg0RkHwn1lWsL0w","5","Flor was awesome! Recommended to have my steak medium well vs. well done and it did not disappoint! Best steak we’ve had so far in Spain.","2024-09-19","Karen A"
"3","ChIJfRI2lH0oQg0RkHwn1lWsL0w","5","What a restaurant! The best one we could find in Madrid. Lovely staff and the food is just unbelievable how good it is. We paid €16,90 for empanadas as a starter, steak, chips, dessert and one drink (beer, wine or soft drink). At the heart of Madrid. Couldn't recommend it enough.","2024-09-08","Emmanoel Scharf"
"4","ChIJfRI2lH0oQg0RkHwn1lWsL0w","3","The set meal was a hit and miss. The chicken empanada was good but the flank beef was not great. Tasted a bit bland on the inside. The chicken Caesar salad was amazing though. The portion was big and the chicken was pretty delicious and tender. Definitely get the chicken over the beef. Service was quite average.","2023-10-06","Joshua Mei"
"5","ChIJfRI2lH0oQg0RkHwn1lWsL0w","5","nice food, perfect location and great service.I am very satisfied.","2024-12-14","Cube y"
"4","ChIJP_rDZoAoQg0RWvVLVRtfEUw","5","We went there two times. The first time we had only drinks which where so good that we had to come back and try the food. Both times everything was amazing and the food lived up to our expectations. The place pays attentions to both taste and presentation. Each member of the staff was attentive and helpful. A must if you are a fan of cocktails. We will certainly come back to our next visit to Madrid! (Friendly advise: if you would like to eat there it is wise to make a reservation in advance since it is busy almost every day)","2024-11-22","Χρήστος Μαμασούλας"
"1","ChIJAfVGhnooQg0RDXPOL2f8UYc","5","Went for dinner on a whim with my father. Best meal in Spain. The service was amazing, possibly the best we’ve ever had ever haha. Angie our waitress was amazing and really helped us with recommendations! So pleasant and welcoming. The food was second to none. Come hungry, because you’ll want to try everything on the menu. Super impressed and if we are ever back in Madrid we will make a mad dash to this restaurant first thing. Thank you to Angie and the staff!","2025-03-07","Joshua"
"3","ChIJAfVGhnooQg0RDXPOL2f8UYc","5","Excellent Spanish restaurant serving all the classics. Iberian ham, paella, blood pudding sausage, various cuts of cured beef/pork all on the menu. Sangria was on the expensive side but was very good. Service was quite attentive and wait time was great.","2025-01-28","David Xing"
"5","ChIJAfVGhnooQg0RDXPOL2f8UYc","5","This restaurant is a must in Madrid! Food was spectacular. We arrived without a reservation at 8pm and they made some accommodations for us. Juanjo, our waiter, was exceptionally great with recommendations and always so charming. The food quality was excellent. We had the tomatoes and the ham for starters as well as the veal for dinner. You do not want to miss this place. Put it on your list!!!","2025-01-05","Karla Acosta"
"1","ChIJGW9IPX8oQg0RU0BzJ9wFrvw","5","It is absolutely a hidden gem, I tried their tasting menu and every dishes was great, especially the smoked suckling pig, its the best I had in Spain! Staff are very engaging and will explain every dishes, with perfect English as well! Overall I enjoyed the dinner very much! It costs £50 which is a great deal!","2024-09-22","Connie Chan"
"3","ChIJGW9IPX8oQg0RU0BzJ9wFrvw","5","This is our second visit and somewhere we will ensure we visit every time! The value, quality and experience is outstanding! A highly recommended restaurant if your looking for top class service the head chef always comes to visit your table and his vision for his menu is so on point highly recommend the stake, burger and prawns from hell! The wine list is well thought out but we recommend one of the magnums of red wine if in a group of 4! The atmosphere is lovely decorated with local art and ornaments.","2024-07-06","Cameron Prosser-Bell Bell"
"5","ChIJGW9IPX8oQg0RU0BzJ9wFrvw","5","great restaurant! very tasty and very fast, which is rare for Madrid! waiter Vincent is a very cool guy! I advise everyone to go here! we were delighted with the cuisine and the level of the restaurant! the staff is super👍👍 shrimp with garlic is a masterpiece!💪","2024-08-11","Alexander Coffee"
"2","ChIJCUB5HYEoQg0RgvKt_P_6Bi0","5","Best Ribeye in Europe! Being a boy from Texas, and living in Europe it’s hard to find a real steak except when in Madrid. Pampa Beef is the best I have had! Perfect size and cook. The staff are amazing! My favorite place in all of Europe. Come get a steak and sleep like a baby!","2024-12-19","C G"
"3","ChIJCUB5HYEoQg0RgvKt_P_6Bi0","5","Incredible ribeye at an incredible price.   The steak was cooked and seasoned perfectly.  Better than most expensive steakhouse I go to in Silicon Valley, California.  And Ramses service was excellent.    Recommend this place highly","2024-09-09","A Whitehead"
"2","ChIJGSyBBwMpQg0RCD0x2nwYVgc","5","I really liked the Iberian pork quesadilla, it  was amazing! Also really filling, so it's more than enough as a main course. The people working here were really nice and helpful. They had an English menu and could speak it very well, which came in handy for us, who can't speak Spanish. The atmosphere is also really nice, one of the best places I've eaten this vacation!","2025-02-06","Chiararoos"
"3","ChIJGSyBBwMpQg0RCD0x2nwYVgc","5","Excellent food, fun atmosphere; even vegan options!  Wow water a great suprise as we were walking home from a day at the Museum.","2025-01-28","Kenny White"
"4","ChIJGSyBBwMpQg0RCD0x2nwYVgc","5","Fantastic spot for authentic Mexican food with unbeatable quality and prices! Every dish is packed with flavor, and the portions are generous without breaking the bank. The best part? You can leave your mark by writing on the walls, adding to the restaurant’s fun, vibrant atmosphere. Perfect for great food and a unique experience!","2024-11-07","Caroline Pleckspaen"
"5","ChIJGSyBBwMpQg0RCD0x2nwYVgc","3","Nice atmosphere and tasty food. Portions are a little bit small though. Recomended for a casual evening with drinks and something to eat. On the tables are small QR codes, through them they ask you to leave review, spin the wheel and see your gift. In order to spin the wheel they ask you for your name, mail and phone number, but remember that when you spin a wheel there is always a possibility to not win anything!!!","2025-01-30","Vassilis Vassilopoulos"
"3","ChIJ9QZb390pQg0R1XTXCHH4kJQ","5","Excellent food, is nicely served. The taste of every dish is perfect matching and exactly how it has to be. Some dishes we even had to repeat. Highly recommended restaurant 👌 Obviously Michelin recommended because it is worth it 👌","2024-11-02","Giedre Petkauskaite"
"4","ChIJ9QZb390pQg0R1XTXCHH4kJQ","5","A must visit while in Madrid! The birria was some of the best I have had and the soft shell crab with the sweet and sour (vinegar, something sweet, habanero) was exquisite. Service was fast and super attentive. Make sure to reserve and confirm with the restaurant.","2024-10-17","Anne"
"5","ChIJ9QZb390pQg0R1XTXCHH4kJQ","5","An incredibly stylish place, with courteous, polite, and very nice staff that really like after you. The food is sophisticated and complex, yet simple and tasty, with prime ingredients that shine through each dish. We had the wagyu sirloin carpaccio, the Kampachi, the pork belly, the octopus and the shrimps plus 2 cocktails to start with, the Venenosa and the other ( I forgot its name ) was a Mexican take on a Negroni. Both excellent! We had a nice Godello to accompany our food, and a divine chocolate cake with mescal at the end ! They also have a great rooftop bar, and that is also a marvellous space that needs to be seen and experienced! I highly recommend it!","2024-09-15","sergio valentini"
"2","ChIJv3q97EYpQg0R5TEJcXnClic","5","This was my second time here and it was amazing. They cater to gluten free diet restrictions and the gluten free bread is fabulous. I did not feel like I was settling by having a gluten free meal. The service is amazing and the atmosphere is beautiful. The food is well prepared and thoughtful.","2025-02-18","J R"
"3","ChIJv3q97EYpQg0R5TEJcXnClic","5","Fantastic French restaurant. One of the best beef Wellington I've ever eaten. This has to be booked in advance 2 days before. Also good wine choice. A must if you're visiting Madrid. Can't wait to go again next time we are in Madrid.","2024-09-05","Stephen Hall"
"4","ChIJv3q97EYpQg0R5TEJcXnClic","5","Delicious French food at Bistroman. Interior design is beautiful and service is friendly. Favourite dishes were the duck breast and the escargot. Crème brule here is awesome. Recommend for special occasions","2025-02-02","David Xing"
"5","ChIJv3q97EYpQg0R5TEJcXnClic","5","The best French cuisine in Madrid, every dish as an art. And thanks to the restaurant to made our day is the best day ever! Favorite place in Spain and always return ♥️ recommend 100%","2025-01-01","Alona Sviatyna"
"1","ChIJbW30AYEoQg0RxT9SHzBDHhk","3","Cool place to make a stop and have a drink, they do carry their own local wine which is good to try, you can also get a table inside although the place is fairly small.","2024-11-02","AO “Fine diner”"
"3","ChIJbW30AYEoQg0RxT9SHzBDHhk","5","Stopped by for a quick bite. Ordered the starters plate, with different meats and nice cheese. Decent prices for the location. 4 stars on food because the bread was on the hard side and one of the meats wasn't tasty enough in our opinion.","2024-06-02","Mario Zeledón"
"5","ChIJbW30AYEoQg0RxT9SHzBDHhk","4","Very good food, very nice service as well. It's a traditional bar, with some hearty food and good wines as well. Portions are relatively large, so you can take half portions when available! Good for a big lunch, but you might go into a food coma after the amount of food and how heavy it can be! Decor is nice as well, really fits the style of the bar","2022-09-04","Sie-Hang Cheung"
"2","ChIJj1OC7oYoQg0RZvKKm9dDdHw","5","Hands down, the best burger we’ve ever had! From the perfectly seasoned patty to the fresh toppings and toasted bun, every bite was incredible. The flavors were perfectly balanced, and you can tell they use high-quality ingredients. On top of that, the service was friendly, and the atmosphere made the experience even better. If you’re a burger lover, this place is a must-visit! They even gave us free glasses of prosecco on Valentines day 💘⭐️","2025-02-19","Daphne Sammut"
"3","ChIJj1OC7oYoQg0RZvKKm9dDdHw","5","My steak burger experience was pleasant. Vicente y Dennis did such a great job helping us throughout the night and making sure we were satisfied with everything we ordered. Would totally recommend to anyone looking for great Spanish drinks, steaks meals, and a good ambiance.","2025-02-11","Omaida Axume"
"4","ChIJj1OC7oYoQg0RZvKKm9dDdHw","5","Very cool and nice burger restaurant. They serve different types of burgers. The staff are very friendly and very helpful. The atmosphere is great. The food are very delicious and very tasty. Special thanks for our hostage Vicente. He was really nice and helpful with his advice and recommendations.","2024-12-13","Mohammad Alawady"
"5","ChIJj1OC7oYoQg0RZvKKm9dDdHw","5","The burger was absolutely delicious, cooked perfectly with a great balance of flavors. The service made the experience even better Abdellah was incredibly kind, attentive, and ensured everything was just right. A great spot for a satisfying meal!","2024-11-22","Lamyaa Chihab"
"1","ChIJ4SqG4WspQg0RLPpJvpKz0DM","5","What a great experience.   We ordered the 16.50€ platter.  Everything was great!   Everyone ordered a different option so it gave us a sample of the restaurants offerings.  Glass of house wine included.   One of our best meals on this trip.","2024-11-09","Robert Kief"
"2","ChIJ4SqG4WspQg0RLPpJvpKz0DM","2","The chorizo sausage was tasty but the grilled chicken was fatty and greasy. Fries were also greasy and they were thin style. Wait for food was quite long even though the restaurant was almost empty. I’m sure that the rice pudding was not homemade, straight out of a can. I ordered separate items and realised later that I had basically ordered the set meal, and then I noticed my meal was exactly the same as a person sat next to me, the same size portion, but they had ordered the set meal. When paying the bill the waiter tried to argue that mine was bigger but it wasn’t true. I could have ordered two set meals and had double the amount of food for almost the same price that I paid (€29.90 vs 2x€16.50). Won’t be back, low equality food and low quality service. Not recommended","2025-02-12","Sam"
"4","ChIJ4SqG4WspQg0RLPpJvpKz0DM","5","We had dinner here two nights ago. We ordered the Tomahawk steak and shared it between 4 people. They bring a little barbecue to the table and you cook the meat to your liking. Really good concept. Steak was delicious and I think for that size, it is really good value for money. Highly recommended!","2025-02-18","Elif Yontucu"
"3","ChIJ3aNabn4oQg0RUZW-XLWz1e8","5","Wow, the fried cod fish was fantastic! Prices was €1.90 per piece. There is always a line but it went quickly. You can dine in but have to queue at another line which is different from the takeout. We also had the Croquette which was good too. Overall, it is worth the short wait.","2024-12-05","Philip Woo"
"4","ChIJ3aNabn4oQg0RUZW-XLWz1e8","5","The queue was insanely long to get into this place and once you get in you will understand why. The fresh cod was truly amazing, so flavorful and the fish croquettes were similar too. The staff are so lovely here too. Definitely go and try it.","2024-12-17","Anna May"
"2","ChIJ0WCf-n0oQg0Ru2X3tgJX-lU","4","The food here is really good—flavorful and fresh, with adequate prices that make it worth every penny. The staff is friendly and welcoming, which added to the pleasant experience. However, I'm giving one star less because we had to wait a bit too long to get the menu, even though the place wasn’t busy at the time, cutlery was missing. Despite that, I would still highly recommend this restaurant","2025-01-17","zdenka stankova"
"4","ChIJ0WCf-n0oQg0Ru2X3tgJX-lU","5","Decor and atmosphere are amazing in the evening. Selection the drinks is mediocre. Selection of the food is good and food looks great but the taste is just ok.","2025-03-08","Yuliia Zinchenko"
"5","ChIJ0WCf-n0oQg0Ru2X3tgJX-lU","3","The ambiance of the restaurant is amazing, with plenty of tables on the terrace. We waited over 10 minutes to be seated, despite having a reservation. The menu offers 12 starters, but 3 of the items we wanted to order were unavailable. The oxtail risotto was delicious, but the rice was inconsistently cooked, with some grains fully done while others remained crunchy. The lemon pie was really tasty.","2024-10-06","Irem Demir"
"1","ChIJcRXmbdgnQg0RW5Tg6joeev4","5","A very family like restaurant with traditional Spanish food, the owner told introduced very detailed recipes and origin of each cuisine.","2025-01-12","Alice Lai"
"4","ChIJcRXmbdgnQg0RW5Tg6joeev4","5","This place is a gem! Such flavorful homemade food. It was a very enjoyable and fun experience getting to try dishes from the castilla la mancha region of spain, that I had never been exposed to before, living in Madrid. We especially enjoyed the morteruelo, pisto and migas del pastor. The price is fair for the amount of food you get to try. You’ll walk out stuffed.","2023-10-10","Amanda Rivkin"
"5","ChIJcRXmbdgnQg0RW5Tg6joeev4","5","This a ver special place. Few table. Lot of people that want to go in. The deal is a travel in the marchera typical cuisine. But also the travel in the history of cooking. The many can look not fancy but the taste is very good. Each meal goes with a lot of history. Lunch was 2.5h. Wine was excellent. This is a must to do.","2024-11-03","Jean-Philippe DULLIN"
"2","ChIJh5B6qGknQg0R13joyqXk1ik","4","Nice pub with good food and a chilled ambient. The waiter from Venezuela is a very nice guy and brings amazing energy to the place. Food is good, price is too. Nothing memorable as a restaurant. 7/10","2025-01-23","Luca de Varda"
"5","ChIJh5B6qGknQg0R13joyqXk1ik","5","Incredible meal! Everything was delicious- the tortilla, garlic prawn, the pork, croquetas and padron peppers. And the service was excellent!! 5 stars. Virgilio really took good care of us. We will be back!","2025-01-04","Luciana Carvalho Se"
"2","ChIJYZsMIn8oQg0RfPVHFfWwSsE","5","The restaurant, located near Plaza Mayor, offers a fantastic spot with a lively atmosphere. It’s a popular place, The food was enjoyable, although there was a slight hiccup when my husband’s order was unavailable—unfortunately, this was communicated 20 minutes later. Despite this, it’s worth visiting for the vibrant ambiance and the experience!","2024-12-05","Adventure"
"5","ChIJYZsMIn8oQg0RfPVHFfWwSsE","4","The atmosphere in the restaurant was very pleasant. The restaurant is really big and has a lot of seats, but during dinner everything was full. The food is very tasty, we ate paella. However, we ordered a salad that was completely tasteless. They charged us 12 euros. for that salad. I have all the praise for the staff and regardless of the salad, I recommend that you come.","2024-11-13","Marija Zarić"
"1","ChIJmxLWhoopQg0Riu6l8t3eTqk","5","We visited Spain for the first time and wanted to find amazing culinary experiences that weren't just tourist traps that were famous because of social media. We had this on our first day and it was so good that it was hard for others to compare. Each dish was unique and their use of different ingredients was truly inspired, as each element of the dish came together to form a single extremely deep flavor. Everything was so good that we could never choose a favorite. We were so impressed that so much food of such a high caliber was prepared by only 3 chefs in a tiny kitchen. We asked for wine recommendations and loved all of them. Service was very friendly and prompt in general. Comparte really provided an amazing experience for us.","2025-03-02","Dana M."
"2","ChIJmxLWhoopQg0Riu6l8t3eTqk","5","Fantastic neighborhood Bistro with impeccable technique, great food and value for money. I was afraid the 9 course tasting menu would be too much for one person but it was just right. I was lucky to get a seat at the counter so I could see the ""dance"" in the kitchen. Make sure you make a reservation!","2025-03-01","Klaus Kohlmayr"
"3","ChIJmxLWhoopQg0Riu6l8t3eTqk","5","We had a 9 course tasting menu and it was extremely nice. We also had expert advice from the sommelier who advised on an excellent Palomino, and that really accompanied our tasting menu very well. The quality of everything was excellent. The only dish of the 9 courses that I personally did not like was the Topinambur. In my opinion this dish did not do anything special at all, and it was not up to par with all the other delicious dishes that we had( special mention to the Steak Tartary, the Albondiga de Pato, the pulpo asado, and the Molleja with beurre blanch, all outstanding !). The prices are very low for this type of restaurant , so it is worth booking in advance and go! And next time I will have the 11 dishes tasting menu !","2024-09-15","sergio valentini"
"1","ChIJoy_DXYAoQg0RHW5pxXSQvVk","5","This has to be one of my favourite restaurants in Madrid. Great favourite with the locals too. For me it's the Cocido Madrileño stew that brings me back again and again, but the tripe (callos) and the bean stew (fabada asturiana) and the wines(!) are all wonderful. Great atmosphere and not expensive.","2025-03-06","dominic dear"
"2","ChIJoy_DXYAoQg0RHW5pxXSQvVk","5","Opp's, we went to the wrong restaurant!   No regrets!  Food and service was excellent.  Portion sizes were HUGE!  We ordered far to much!  Everything exceeded our expectations.","2024-11-15","Robert Kief"
"4","ChIJoy_DXYAoQg0RHW5pxXSQvVk","5","Good location and service. The food amount is great too. We ordered two dishes, stew beef tail and triple Madrid, one tomato salad. It turned out to be very full for us. The ox tail is soft. The triple Madrid is a mixture of beef and beef stomach.","2024-09-08","Yiru Chen"
"5","ChIJoy_DXYAoQg0RHW5pxXSQvVk","5","The owner is quite THE character! 👍🏻. Always in a good vibe. The food was delicious. I had the cocido madrileño. Table next to mine had the Huevos Rotos. Will come back.","2024-12-23","Pedro Guillem"
"1","ChIJJ_CEsK8pQg0RQq11v_nY3Rg","5","ABSOLUTELY DELICIOUS! The reviews were not lying about this place it was spectacular. The pasta is just what we were craving and we loved that we were able to create it ourselves. The service was also incredible. Sara, was great and she provided us with wine options and took very good care of us. I also loved the aesthetic and atmosphere of the restaurant. Really wonderful place. Highly recommend in Madrid!","2025-01-09","Hannah Crawford"
"3","ChIJJ_CEsK8pQg0RQq11v_nY3Rg","5","Loved this place! The food was absolutely delicious and more or less reasonably priced, except for the 2,95€ for fresh Parmesan. The waitress was super nice and friendly. The atmosphere is cozy, perfect for a date night or small get together with friends. They don’t sit more than 4 people so keep that in mind, and also make sure you make a reservation! Almost impossible to walk in. Micaela and Noa.","2024-12-05","Holly"
"5","ChIJJ_CEsK8pQg0RQq11v_nY3Rg","5","This place had an incredible concept of you choosing how and what your pasta should be made of. The choices are great, our waiters was very helpful and the food was really enjoyable. Also everything tasted fresh. If you’re nearby it’s definitely one to go for.","2025-02-21","Mit Sharma"
"4","ChIJ6UaU7BYpQg0RXMbMy-GvdcY","5","A must-try restaurant at the Center of Madrid. Food are well-presented and delicious! Instagram able place and the staff led by Oscar are so accommodating. Look at the photos below! They are so appetizing. Definitely, will come back!","2024-11-29","Karl Demy Cruz"
"5","ChIJ6UaU7BYpQg0RXMbMy-GvdcY","4","I really wonder why this place has such a high rating. The restaurant is really good, but I can’t say it’s fantastic. The service was great, we liked the wine list, but in general it’s very touristic and overpriced. Their special is meat variety, and I tried better meat before for better price. The bread, eggplant and artichokes were delicious.","2024-09-07","Ekaterina Serikova"
