"review_id","overall_score","overall_magnitude","food_score","service_score","value_score","ambiance_score","language","emotions","restaurant_id","user_id"
"17","0.8999999761581421","5.699999809265137","0.8999999761581421","0.800000011920929","0.8999999761581421","0","en","[""joy""]","ChIJgwIBTHkoQg0RD1lm5kc2tWI","17"
"18","0.8999999761581421","2.9000000953674316","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""joy""]","ChIJgwIBTHkoQg0RD1lm5kc2tWI","18"
"19","0.800000011920929","6.099999904632568","0.7999999821186066","0","0.8999999761581421","0.8999999761581421","en","[""joy""]","ChIJgwIBTHkoQg0RD1lm5kc2tWI","19"
"20","0.8999999761581421","5.699999809265137","0.8999999761581421","0","0","0","en","[""joy""]","ChIJy-UDlc4pQg0RhSUkQDbRgr8","20"
"21","0.6000000238418579","2","0.44999998807907104","0.8999999761581421","0","0","en","[""satisfaction""]","ChIJy-UDlc4pQg0RhSUkQDbRgr8","21"
"22","0.8999999761581421","5.699999809265137","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJy-UDlc4pQg0RhSUkQDbRgr8","22"
"23","0.8999999761581421","6.699999809265137","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""joy""]","ChIJiTGJRSomQg0RTD1MZa1RTnE","23"
"24","0.8999999761581421","3.5999999046325684","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJiTGJRSomQg0RTD1MZa1RTnE","24"
"25","0","4.5","-0.1312500019557774","0","0","0.3499999865889549","en","[]","ChIJiTGJRSomQg0RTD1MZa1RTnE","5"
"26","0.800000011920929","5.599999904632568","0.8999999761581421","0.699999988079071","0.8999999761581421","0.8999999761581421","en","[""joy""]","ChIJiTGJRSomQg0RTD1MZa1RTnE","25"
"27","0.8999999761581421","3.799999952316284","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJiTGJRSomQg0RTD1MZa1RTnE","26"
"30","0.5","1.7999999523162842","-0.10000000149011612","0.800000011920929","0","0","en","[""contentment""]","ChIJfRI2lH0oQg0RkHwn1lWsL0w","29"
"31","0.8999999761581421","2.799999952316284","0","0","0","0","en","[""joy""]","ChIJfRI2lH0oQg0RkHwn1lWsL0w","30"
"32","0.6000000238418579","4.099999904632568","0.8999999761581421","0.8999999761581421","0","0","en","[""satisfaction""]","ChIJfRI2lH0oQg0RkHwn1lWsL0w","31"
"33","0","4.599999904632568","0.04999998211860657","-0.5","0","0","en","[]","ChIJfRI2lH0oQg0RkHwn1lWsL0w","32"
"34","0.8999999761581421","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","0","en","[]","ChIJfRI2lH0oQg0RkHwn1lWsL0w","33"
"36","0.800000011920929","7.599999904632568","0.8250000029802322","0.8749999850988388","0","0","en","[""joy""]","ChIJAfVGhnooQg0RDXPOL2f8UYc","35"
"37","0.6000000238418579","2.5999999046325684","0.10000000149011612","0.800000011920929","0.699999988079071","0","en","[""satisfaction""]","ChIJAfVGhnooQg0RDXPOL2f8UYc","36"
"38","0.800000011920929","6.599999904632568","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJAfVGhnooQg0RDXPOL2f8UYc","37"
"39","0.8999999761581421","3.700000047683716","0.8999999761581421","0.8999999761581421","0.800000011920929","0","en","[""joy""]","ChIJGW9IPX8oQg0RU0BzJ9wFrvw","38"
"40","0.800000011920929","4.300000190734863","0.800000011920929","0.800000011920929","0.8999999761581421","0.8999999761581421","en","[""joy""]","ChIJGW9IPX8oQg0RU0BzJ9wFrvw","39"
"41","0.8999999761581421","5.800000190734863","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJGW9IPX8oQg0RU0BzJ9wFrvw","40"
"44","0.8999999761581421","4.699999809265137","0.8999999761581421","0","0","0.8999999761581421","en","[""joy""]","ChIJGSyBBwMpQg0RCD0x2nwYVgc","43"
"45","0.8999999761581421","1.7999999523162842","0.8999999761581421","0","0","0.8999999761581421","en","[""joy""]","ChIJGSyBBwMpQg0RCD0x2nwYVgc","44"
"46","0.699999988079071","3.9000000953674316","0.8999999761581421","0","0.8999999761581421","0.800000011920929","en","[""satisfaction""]","ChIJGSyBBwMpQg0RCD0x2nwYVgc","45"
"47","0","3.0999999046325684","0.8999999761581421","0","0","0.8999999761581421","en","[]","ChIJGSyBBwMpQg0RCD0x2nwYVgc","46"
"48","0.5","3.5","0.1499999761581421","0","0.8999999761581421","0","en","[""contentment""]","ChIJ9QZb390pQg0R1XTXCHH4kJQ","47"
"49","0.699999988079071","2.9000000953674316","0","0.8999999761581421","0","0","en","[""satisfaction""]","ChIJ9QZb390pQg0R1XTXCHH4kJQ","48"
"50","0.800000011920929","5.800000190734863","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJ9QZb390pQg0R1XTXCHH4kJQ","49"
"51","0.6000000238418579","4.099999904632568","0.29999998211860657","0.8999999761581421","0","0.8999999761581421","en","[""satisfaction""]","ChIJv3q97EYpQg0R5TEJcXnClic","50"
"52","0.699999988079071","5.300000190734863","0","0","0","0","en","[""satisfaction""]","ChIJv3q97EYpQg0R5TEJcXnClic","51"
"53","0.8999999761581421","4.599999904632568","0.8499999940395355","0.8999999761581421","0","0","en","[""joy""]","ChIJv3q97EYpQg0R5TEJcXnClic","36"
"54","0.8999999761581421","2.799999952316284","0.8999999761581421","0","0","0","en","[""joy""]","ChIJv3q97EYpQg0R5TEJcXnClic","52"
"55","0.8999999761581421","0.8999999761581421","0","0","0","0","en","[]","ChIJbW30AYEoQg0RxT9SHzBDHhk","53"
"56","0.4000000059604645","1.7000000476837158","0","0","0.800000011920929","0","en","[""contentment""]","ChIJbW30AYEoQg0RxT9SHzBDHhk","54"
"57","0.699999988079071","3.700000047683716","0.4999999888241291","0.8999999761581421","0","0.8999999761581421","en","[""satisfaction""]","ChIJbW30AYEoQg0RxT9SHzBDHhk","55"
"58","0.8999999761581421","5.699999809265137","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""joy""]","ChIJj1OC7oYoQg0RZvKKm9dDdHw","56"
"59","0.699999988079071","2.200000047683716","0.8999999761581421","0","0","0.8999999761581421","en","[""satisfaction""]","ChIJj1OC7oYoQg0RZvKKm9dDdHw","57"
"60","0.800000011920929","5.699999809265137","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""joy""]","ChIJj1OC7oYoQg0RZvKKm9dDdHw","58"
"61","0.8999999761581421","2.799999952316284","0.8999999761581421","0.800000011920929","0","0","en","[""joy""]","ChIJj1OC7oYoQg0RZvKKm9dDdHw","59"
"62","0.4000000059604645","3","0.8999999761581421","0","0","0","en","[""contentment""]","ChIJ4SqG4WspQg0RLPpJvpKz0DM","60"
"63","-0.6000000238418579","6.099999904632568","-0.5999999977648258","-0.75","-0.5","0","en","[""frustration""]","ChIJ4SqG4WspQg0RLPpJvpKz0DM","61"
"64","0.6000000238418579","3.799999952316284","0.8999999761581421","0","0.8999999761581421","0","en","[""satisfaction""]","ChIJ4SqG4WspQg0RLPpJvpKz0DM","62"
"65","0.4000000059604645","3.5999999046325684","0","0","0.3499999865889549","0","en","[""contentment""]","ChIJ3aNabn4oQg0RUZW-XLWz1e8","63"
"66","0.5","3.5","0.8999999761581421","0.8999999761581421","0","0","en","[""contentment""]","ChIJ3aNabn4oQg0RUZW-XLWz1e8","64"
"67","0.6000000238418579","2.799999952316284","0.399999987334013","0.8999999761581421","0.8999999761581421","0","en","[""satisfaction""]","ChIJ0WCf-n0oQg0Ru2X3tgJX-lU","65"
"68","0","1.7999999523162842","0","0","0","0.8999999761581421","en","[]","ChIJ0WCf-n0oQg0Ru2X3tgJX-lU","66"
"69","0","3.299999952316284","-0.30000001192092896","0","0","0.8999999761581421","en","[]","ChIJ0WCf-n0oQg0Ru2X3tgJX-lU","67"
"70","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0","en","[]","ChIJcRXmbdgnQg0RW5Tg6joeev4","68"
"71","0.699999988079071","5.099999904632568","0.8499999940395355","0","0.800000011920929","0","en","[""satisfaction""]","ChIJcRXmbdgnQg0RW5Tg6joeev4","69"
"72","0.30000001192092896","5.699999809265137","0.625","0","0","0","en","[""contentment""]","ChIJcRXmbdgnQg0RW5Tg6joeev4","70"
"73","0.6000000238418579","4","0.8499999940395355","0.8999999761581421","0.800000011920929","0","en","[""satisfaction""]","ChIJh5B6qGknQg0R13joyqXk1ik","71"
"74","0.8999999761581421","5.699999809265137","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJh5B6qGknQg0R13joyqXk1ik","72"
"75","0.5","2","-0.10000000149011612","0","0.8999999761581421","0.8999999761581421","en","[""contentment""]","ChIJYZsMIn8oQg0RfPVHFfWwSsE","73"
"76","0.20000000298023224","4.599999904632568","0.04999998211860657","0.8999999761581421","0","0.699999988079071","en","[""contentment""]","ChIJYZsMIn8oQg0RfPVHFfWwSsE","74"
"77","0.8999999761581421","7.400000095367432","0.8999999761581421","0.800000011920929","0","0","en","[""joy""]","ChIJmxLWhoopQg0Riu6l8t3eTqk","75"
"78","0.699999988079071","3.0999999046325684","0.8999999761581421","0","0.8999999761581421","0","en","[""satisfaction""]","ChIJmxLWhoopQg0Riu6l8t3eTqk","76"
"79","0.4000000059604645","5.599999904632568","0.2874999865889549","0","0.8999999761581421","0","en","[""contentment""]","ChIJmxLWhoopQg0Riu6l8t3eTqk","49"
"87","0.800000011920929","5","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJ6UaU7BYpQg0RXMbMy-GvdcY","83"
"88","0.10000000149011612","3","0.800000011920929","-0.20000000298023224","0.20000001043081284","0","en","[""contentment""]","ChIJ6UaU7BYpQg0RXMbMy-GvdcY","84"
"89","0.8999999761581421","2.700000047683716","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJgTI2jYAoQg0Rwj3CHNl665Q","85"
"90","0.8999999761581421","1.7999999523162842","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","en","[""joy""]","ChIJgTI2jYAoQg0Rwj3CHNl665Q","86"
"91","0.4000000059604645","2.799999952316284","0.20000000298023224","0","0","0","en","[""contentment""]","ChIJgTI2jYAoQg0Rwj3CHNl665Q","87"
"92","-0.30000001192092896","1.2000000476837158","-0.20000000298023224","0","0","-0.20000000298023224","en","[""disappointment""]","ChIJgTI2jYAoQg0Rwj3CHNl665Q","88"
"93","-0.6000000238418579","4.099999904632568","0","0","0","0","en","[""frustration""]","ChIJgTI2jYAoQg0Rwj3CHNl665Q","89"
"94","0.8999999761581421","3.5999999046325684","0.8999999761581421","0.800000011920929","0","0","en","[""joy""]","ChIJw4AzoxEpQg0RpH4c2aQolns","90"
"95","0.8999999761581421","6.599999904632568","0.8999999761581421","0.800000011920929","0","0.8999999761581421","en","[""joy""]","ChIJw4AzoxEpQg0RpH4c2aQolns","91"
"96","0.6000000238418579","3.9000000953674316","0.8999999761581421","0","0","0","en","[""satisfaction""]","ChIJw4AzoxEpQg0RpH4c2aQolns","92"
"97","0.800000011920929","3.5","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJAQDMlH0oQg0RhZ8TDvzxzWw","93"
"98","0.699999988079071","3.0999999046325684","0.8999999761581421","0","0","0","en","[""satisfaction""]","ChIJAQDMlH0oQg0RhZ8TDvzxzWw","94"
"99","0.8999999761581421","3.700000047683716","0.8999999761581421","0.8999999761581421","0.8999999761581421","0.8999999761581421","en","[""joy""]","ChIJAQDMlH0oQg0RhZ8TDvzxzWw","95"
"100","0.4000000059604645","2.299999952316284","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","en","[""contentment""]","ChIJAQDMlH0oQg0RhZ8TDvzxzWw","96"
"101","0.10000000149011612","4.199999809265137","0.04999998211860657","0","0","0","en","[""contentment""]","ChIJi0vRVCkmQg0RhJD1GJk3jkU","97"
"102","0.8999999761581421","4.800000190734863","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","en","[""joy""]","ChIJi0vRVCkmQg0RhJD1GJk3jkU","98"
"103","-0.30000001192092896","7.5","-0.6000000238418579","-0.6500000059604645","0","0","en","[""disappointment""]","ChIJi0vRVCkmQg0RhJD1GJk3jkU","99"
"104","0.8999999761581421","2.700000047683716","0.8499999940395355","0.8999999761581421","0","0","en","[""joy""]","ChIJi0vRVCkmQg0RhJD1GJk3jkU","100"
"105","0.8999999761581421","2.9000000953674316","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJi0vRVCkmQg0RhJD1GJk3jkU","101"
"106","0.6000000238418579","5.099999904632568","0.5249999985098839","0.8499999940395355","0","0","en","[""satisfaction""]","ChIJb--hcSkmQg0RQJurZ9RM3dY","102"
"107","0.800000011920929","0.800000011920929","0.800000011920929","0","0","0","en","[]","but with one major letdown. The ambiance was cozy","103"
"108","-0.8999999761581421","0.8999999761581421","0","0","0","0","en","[""anger""]","the real disappointment was the paella. I had high expectations for this dish","104"
"109","0.4000000059604645","3.5","0.22499999403953552","-0.30000001192092896","0.8999999761581421","0","en","[""contentment""]","ChIJb--hcSkmQg0RQJurZ9RM3dY","105"
"110","0.6000000238418579","3.299999952316284","0.8999999761581421","0","0.8999999761581421","0","en","[""satisfaction""]","ChIJVbnR9IAoQg0Rf04W97LJyhU","106"
"111","0.10000000149011612","2.5","0.23750000447034836","0.30000001192092896","0.30000001192092896","0.15000000596046448","en","[""contentment""]","ChIJVbnR9IAoQg0Rf04W97LJyhU","91"
"112","-0.20000000298023224","2","0","0.4000000059604645","-0.699999988079071","0","en","[""disappointment""]","ChIJ486E9IAoQg0RbPfMQm71lVs","107"
"113","0.6000000238418579","3.700000047683716","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""satisfaction""]","ChIJ486E9IAoQg0RbPfMQm71lVs","108"
"114","-0.20000000298023224","0.8999999761581421","0.20000000298023224","0","0","0","en","[""disappointment""]","ChIJ486E9IAoQg0RbPfMQm71lVs","109"
"115","0.8999999761581421","3.700000047683716","0.8999999761581421","0.800000011920929","0.8999999761581421","0.8999999761581421","en","[""joy""]","ChIJ486E9IAoQg0RbPfMQm71lVs","110"
"123","0.8999999761581421","2.799999952316284","0","0.8999999761581421","0","0","en","[""joy""]","ChIJReV7gYAoQg0RX5wpI4epZ-w","118"
"124","0.4000000059604645","2.9000000953674316","0","0.800000011920929","0.800000011920929","0","en","[""contentment""]","ChIJReV7gYAoQg0RX5wpI4epZ-w","119"
"125","0.699999988079071","5.099999904632568","0.8999999761581421","0.800000011920929","0","0.8999999761581421","en","[""satisfaction""]","ChIJReV7gYAoQg0RX5wpI4epZ-w","120"
"126","0.8999999761581421","2.9000000953674316","0","0.8999999761581421","0","0","en","[""joy""]","ChIJReV7gYAoQg0RX5wpI4epZ-w","121"
"127","0.8999999761581421","1.899999976158142","0.8999999761581421","0","0","0","en","[""joy""]","ChIJZ6yb2H8oQg0RzdKpCrMGPUo","122"
"128","0.30000001192092896","2.799999952316284","0.04999999701976776","0.8999999761581421","0","-0.10000000149011612","en","[""contentment""]","ChIJZ6yb2H8oQg0RzdKpCrMGPUo","123"
"129","0.8999999761581421","5.599999904632568","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJZ6yb2H8oQg0RzdKpCrMGPUo","124"
"130","0.800000011920929","3.299999952316284","0.8999999761581421","0","0.5","0.8999999761581421","en","[""joy""]","ChIJZ6yb2H8oQg0RzdKpCrMGPUo","125"
"131","0.699999988079071","6","0.8999999761581421","0","0","0.8999999761581421","en","[""satisfaction""]","ChIJw2EHlYYoQg0RsGZYTq6Vc6Q","126"
"132","-0.10000000149011612","0.800000011920929","0","0","-0.4000000059604645","0","en","[""disappointment""]","ChIJw2EHlYYoQg0RsGZYTq6Vc6Q","127"
"133","0.8999999761581421","2.799999952316284","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJ0SDwx30oQg0R77QO6laqQR4","128"
"134","0.5","2.0999999046325684","0.7249999828636646","0.8999999761581421","0.8999999761581421","0","en","[""contentment""]","ChIJ0SDwx30oQg0R77QO6laqQR4","129"
"135","0.699999988079071","2.0999999046325684","0.8999999761581421","0.6000000238418579","0","0","en","[""satisfaction""]","ChIJ0SDwx30oQg0R77QO6laqQR4","130"
"140","0.20000000298023224","4.300000190734863","0.8999999761581421","0.8999999761581421","0","0","en","[""contentment""]","ChIJVfTPeIwpQg0RHl6hGUzNzrM","134"
"141","0.8999999761581421","2.799999952316284","0.8999999761581421","0","0","0","en","[""joy""]","ChIJ3wNHbIcoQg0RV3XOURPqLNA","135"
"142","0.6000000238418579","8","0.8999999761581421","0","0.8999999761581421","0","en","[""satisfaction""]","ChIJ3wNHbIcoQg0RV3XOURPqLNA","136"
"143","0.10000000149011612","1.2000000476837158","0","0","0","0","en","[""contentment""]","ChIJ3wNHbIcoQg0RV3XOURPqLNA","6"
"144","0.4000000059604645","6.599999904632568","0.8999999761581421","-0.699999988079071","0.800000011920929","0","en","[""contentment""]","ChIJvdlhrngoQg0RFmx7kraNRUg","137"
"145","0.6000000238418579","3.9000000953674316","0.10000000149011612","0.8999999761581421","0","0","es","[""satisfaction""]","ChIJvdlhrngoQg0RFmx7kraNRUg","138"
"150","0.8999999761581421","2.799999952316284","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJKaWFh4AoQg0R-CGD9QPqfvE","143"
"151","0.699999988079071","2.200000047683716","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""satisfaction""]","ChIJKaWFh4AoQg0R-CGD9QPqfvE","144"
"152","0.30000001192092896","2.9000000953674316","0","0.800000011920929","0","0","en","[""contentment""]","ChIJKaWFh4AoQg0R-CGD9QPqfvE","145"
"153","0.8999999761581421","4.599999904632568","0","0.8999999761581421","0","0","en","[""joy""]","ChIJ7eiXfoAoQg0Rlz7qVz8vRwA","146"
"154","0.8999999761581421","4.699999809265137","0.8999999761581421","0.800000011920929","0.8999999761581421","0","en","[""joy""]","ChIJ7eiXfoAoQg0Rlz7qVz8vRwA","147"
"155","0.8999999761581421","3.700000047683716","0.8999999761581421","0.8999999761581421","0.800000011920929","0.800000011920929","en","[""joy""]","ChIJ7eiXfoAoQg0Rlz7qVz8vRwA","148"
"156","0.8999999761581421","2.700000047683716","0.8999999761581421","0.800000011920929","0","0","en","[""joy""]","ChIJ7eiXfoAoQg0Rlz7qVz8vRwA","149"
"157","0.30000001192092896","4","0.800000011920929","0","0","0","en","[""contentment""]","ChIJ0cCl9nsoQg0RQstso4ZhL50","150"
"158","0.699999988079071","2.200000047683716","0.8999999761581421","0.30000001192092896","0.8999999761581421","0.8999999761581421","en","[""satisfaction""]","ChIJ0cCl9nsoQg0RQstso4ZhL50","151"
"159","0.5","2.9000000953674316","0.32499999087303877","0.8999999761581421","-0.10000000149011612","0","en","[""contentment""]","ChIJ0cCl9nsoQg0RQstso4ZhL50","152"
"160","0.8999999761581421","2.700000047683716","0","0","0","0","en","[""joy""]","ChIJ0cCl9nsoQg0RQstso4ZhL50","153"
"161","0.6000000238418579","4.199999809265137","0.8999999761581421","0","0.8999999761581421","0","en","[""satisfaction""]","ChIJjUKmhdkpQg0RmSjsHzzqgYo","154"
"162","-0.10000000149011612","2.200000047683716","0.19999998807907104","-0.699999988079071","0","0","en","[""disappointment""]","ChIJjUKmhdkpQg0RmSjsHzzqgYo","155"
"163","0.699999988079071","4.300000190734863","0.7999999821186066","0.8999999761581421","0","0","en","[""satisfaction""]","ChIJjUKmhdkpQg0RmSjsHzzqgYo","156"
"164","0.8999999761581421","7.5","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJjUKmhdkpQg0RmSjsHzzqgYo","157"
"165","0.8999999761581421","2.799999952316284","0","0.8999999761581421","0","0","en","[""joy""]","ChIJjUKmhdkpQg0RmSjsHzzqgYo","158"
"166","0.699999988079071","3.0999999046325684","0","0.8999999761581421","0","0","en","[""satisfaction""]","ChIJIVtAioAoQg0RvLcPEcB-8DI","159"
"167","0.8999999761581421","1.7999999523162842","0","0.8999999761581421","0","0","en","[""joy""]","this traditional eatery in the city’s bustling center is an absolute gem. From the moment you step inside","160"
"168","0.6000000238418579","2.700000047683716","0.8999999761581421","0","0","0","en","[""satisfaction""]","ChIJIVtAioAoQg0RvLcPEcB-8DI","161"
"169","0.8999999761581421","3.5999999046325684","0.8999999761581421","0.8999999761581421","0","0.800000011920929","en","[""joy""]","ChIJIVtAioAoQg0RvLcPEcB-8DI","162"
"170","0.8999999761581421","4.5","0","0","0.8999999761581421","0","en","[""joy""]","ChIJn4tKhIYoQg0Rw9cKvPBy52o","163"
"171","0.8999999761581421","1.899999976158142","0","0","0","0","en","[""joy""]","ChIJn4tKhIYoQg0Rw9cKvPBy52o","164"
"172","0.4000000059604645","1.899999976158142","0","0","0.8999999761581421","0","en","[""contentment""]","ChIJn4tKhIYoQg0Rw9cKvPBy52o","165"
"173","0.5","2.9000000953674316","0","0.800000011920929","0","0.8999999761581421","en","[""contentment""]","ChIJn4tKhIYoQg0Rw9cKvPBy52o","166"
"178","0.8999999761581421","4.5","0.699999988079071","0.75","0","0.699999988079071","en","[""joy""]","ChIJnRHo64EoQg0RAlPsgcBO2XY","171"
"179","0.8999999761581421","4.599999904632568","0.8999999761581421","0.8999999761581421","0.699999988079071","0","en","[""joy""]","ChIJnRHo64EoQg0RAlPsgcBO2XY","172"
"180","0.699999988079071","6.599999904632568","0.8749999850988388","0.8999999761581421","0.8999999761581421","0","en","[""satisfaction""]","ChIJnRHo64EoQg0RAlPsgcBO2XY","2"
"181","0.8999999761581421","1.7999999523162842","0","0","0","0","en","[""joy""]","ChIJnRHo64EoQg0RAlPsgcBO2XY","173"
"182","0.8999999761581421","2.799999952316284","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","en","[""joy""]","ChIJdxPahH4oQg0RGMIUW6VRVlQ","174"
"183","0.6000000238418579","3.200000047683716","0.8999999761581421","-0.30000001192092896","0","0","en","[""satisfaction""]","ChIJdxPahH4oQg0RGMIUW6VRVlQ","175"
"184","0.800000011920929","4","0.7750000059604645","0","0.800000011920929","0.8999999761581421","en","[""joy""]","ChIJdxPahH4oQg0RGMIUW6VRVlQ","176"
"185","0","1.399999976158142","0","0.800000011920929","0","0","en","[]","ChIJdxPahH4oQg0RGMIUW6VRVlQ","177"
"186","0.8999999761581421","0.8999999761581421","0","0","0","0","en","[]","which turned out to be well worth the steep price. 11 wines","178"
"187","0.699999988079071","4.699999809265137","0.800000011920929","0.8999999761581421","0","0","en","[""satisfaction""]","ChIJoRkIVamMQQ0RlLGpgzeAxzA","14"
"188","0.800000011920929","4.199999809265137","0.8999999761581421","0.8999999761581421","0.5999999940395355","0","en","[""joy""]","ChIJoRkIVamMQQ0RlLGpgzeAxzA","179"
"189","0.699999988079071","5.400000095367432","0.8999999761581421","0","0","0","en","[""satisfaction""]","ChIJoRkIVamMQQ0RlLGpgzeAxzA","180"
"190","-0.10000000149011612","3.799999952316284","-0.30000000447034836","0","0","-0.20000000298023224","en","[""disappointment""]","ChIJoRkIVamMQQ0RlLGpgzeAxzA","181"
"191","0.800000011920929","5","0.8999999761581421","0","0","0","en","[""joy""]","ChIJ8XazK4EoQg0RZLOowkzfVGM","182"
"192","0.6000000238418579","4.300000190734863","0.32499999925494194","0.8499999940395355","0","0","en","[""satisfaction""]","ChIJ8XazK4EoQg0RZLOowkzfVGM","183"
"193","0.8999999761581421","3.700000047683716","0.8999999761581421","0","0","0","en","[""joy""]","ChIJ8XazK4EoQg0RZLOowkzfVGM","1"
"194","0.8999999761581421","2.799999952316284","0.8999999761581421","0.8999999761581421","0","0.8999999761581421","en","[""joy""]","ChIJ8XazK4EoQg0RZLOowkzfVGM","184"
"195","0.8999999761581421","2.799999952316284","0.8999999761581421","0.8999999761581421","0.8999999761581421","0","en","[""joy""]","ChIJ8XazK4EoQg0RZLOowkzfVGM","185"
"197","0.8999999761581421","0.8999999761581421","0","0","0","0","en","[]","Lasagna de Anchoa","187"
"200","0.20000000298023224","3.299999952316284","-0.35000000335276127","0.8999999761581421","0","0.8999999761581421","en","[""contentment""]","ChIJf6BKBFcpQg0R2JMv9g5gOyA","190"
"201","0.8999999761581421","8.300000190734863","0.8999999761581421","0.800000011920929","0","0.8999999761581421","en","[""joy""]","ChIJf6BKBFcpQg0R2JMv9g5gOyA","191"
"202","0.8999999761581421","2.799999952316284","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJf6BKBFcpQg0R2JMv9g5gOyA","192"
"203","0.10000000149011612","2.799999952316284","0.6499999817460775","0.8999999761581421","0","0","en","[""contentment""]","ChIJf6BKBFcpQg0R2JMv9g5gOyA","193"
"204","0.800000011920929","6.900000095367432","0.8687499798834324","0","0.8999999761581421","0","en","[""joy""]","ChIJ4xo7eZwoQg0RP-pL1RPzx2A","194"
"205","0.800000011920929","3.299999952316284","0.7999999970197678","0.800000011920929","0","0","en","[""joy""]","ChIJ4xo7eZwoQg0RP-pL1RPzx2A","195"
"206","0.800000011920929","3.4000000953674316","0.8999999761581421","0.8999999761581421","0","0","en","[""joy""]","ChIJ4xo7eZwoQg0RP-pL1RPzx2A","196"
"207","0.30000001192092896","3.9000000953674316","-0.5499999970197678","0.8999999761581421","0.20000000298023224","0.8999999761581421","en","[""contentment""]","ChIJfUIagAMpQg0RRYLx9K82nJc","197"
"208","0.699999988079071","3.0999999046325684","0.8499999940395355","0.30000001192092896","0","0","en","[""satisfaction""]","ChIJfUIagAMpQg0RRYLx9K82nJc","198"
